_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time:confidence,after,before,bodytext,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time_gold,docid,eventid,verb
1585344806,false,finalized,5,2/13/2018 06:51:14,yes_its_anchorable,1.0,Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister .,Newspaper reports have,"<p>Amir , 27 , is serving a life sentence for the November 1995 assassination of Rabin at a Tel Aviv peace rally . </p><p>Newspaper reports have <span style='color:red;'><strong>said </strong></span>Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister . </p>",,APW19980227.0487,16,said
1585344807,false,finalized,5,2/13/2018 06:40:59,yes_its_anchorable,1.0,with Har-Shefi and may have been trying to impress her by killing the prime minister .,Newspaper reports have said Amir was,"<p>Amir , 27 , is serving a life sentence for the November 1995 assassination of Rabin at a Tel Aviv peace rally . </p><p>Newspaper reports have said Amir was <span style='color:red;'><strong>infatuated </strong></span>with Har-Shefi and may have been trying to impress her by killing the prime minister . </p>",,APW19980227.0487,17,infatuated
1585344808,false,finalized,5,2/13/2018 08:19:32,yes_its_anchorable,0.5915,to impress her by killing the prime minister .,Newspaper reports have said Amir was infatuated with Har-Shefi and may have been,"<p>Amir , 27 , is serving a life sentence for the November 1995 assassination of Rabin at a Tel Aviv peace rally . </p><p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been <span style='color:red;'><strong>trying </strong></span>to impress her by killing the prime minister . </p>",,APW19980227.0487,18,trying
1585344809,false,finalized,5,2/13/2018 07:55:01,no_its_intentionwishopinion,0.6245,her by killing the prime minister .,Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to,"<p>Amir , 27 , is serving a life sentence for the November 1995 assassination of Rabin at a Tel Aviv peace rally . </p><p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to <span style='color:red;'><strong>impress </strong></span>her by killing the prime minister . </p>",,APW19980227.0487,19,impress
1585344810,false,finalized,5,2/13/2018 07:10:22,no_its_intentionwishopinion,0.6141,the prime minister .,Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by,"<p>Amir , 27 , is serving a life sentence for the November 1995 assassination of Rabin at a Tel Aviv peace rally . </p><p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by <span style='color:red;'><strong>killing </strong></span>the prime minister . </p>",,APW19980227.0487,20,killing
1585344811,false,finalized,6,2/13/2018 06:39:21,yes_its_anchorable,1.0,she told police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and die .,Har-Shefi,<p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister . </p><p>Har-Shefi <span style='color:red;'><strong>acknowledged </strong></span>she told police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and die . </p>,,APW19980227.0487,21,acknowledged
1585344812,false,finalized,5,2/13/2018 07:02:13,yes_its_anchorable,0.7762,police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and die .,Har-Shefi acknowledged she,<p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister . </p><p>Har-Shefi acknowledged she <span style='color:red;'><strong>told </strong></span>police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and die . </p>,,APW19980227.0487,22,told
1585344813,false,finalized,5,2/13/2018 07:10:22,yes_its_anchorable,0.7931,for him to have a heart attack and die .,Har-Shefi acknowledged she told police interrogators that Rabin was a traitor and that she,<p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister . </p><p>Har-Shefi acknowledged she told police interrogators that Rabin was a traitor and that she <span style='color:red;'><strong>prayed </strong></span>for him to have a heart attack and die . </p>,,APW19980227.0487,24,prayed
1585344814,false,finalized,6,2/13/2018 06:44:06,yes_its_anchorable,0.8075,.,Har-Shefi acknowledged she told police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and,<p>Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister . </p><p>Har-Shefi acknowledged she told police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and <span style='color:red;'><strong>die </strong></span>. </p>,,APW19980227.0487,25,die
1585344815,false,finalized,6,2/13/2018 06:44:31,yes_its_anchorable,1.0,"Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported .",She,"<p>Har-Shefi acknowledged she told police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and die . </p><p>She <span style='color:red;'><strong>said </strong></span>Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported . </p>",,APW19980227.0487,26,said
1585344816,false,finalized,5,2/13/2018 07:11:25,yes_its_anchorable,1.0,.,"She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio","<p>Har-Shefi acknowledged she told police interrogators that Rabin was a traitor and that she prayed for him to have a heart attack and die . </p><p>She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio <span style='color:red;'><strong>reported </strong></span>. </p>",,APW19980227.0487,28,reported
1585344817,false,finalized,5,2/13/2018 06:59:36,yes_its_anchorable,0.8064,she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious .,Har-Shefi,"<p>She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported . </p><p>Har-Shefi <span style='color:red;'><strong>said </strong></span>she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious . </p>",,APW19980227.0487,29,said
1585344819,false,finalized,5,2/13/2018 07:11:25,yes_its_anchorable,1.0,Amir talk about killing Rabin but did not tell the police because she did not believe he was serious .,Har-Shefi said she,"<p>She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported . </p><p>Har-Shefi said she <span style='color:red;'><strong>heard </strong></span>Amir talk about killing Rabin but did not tell the police because she did not believe he was serious . </p>",,APW19980227.0487,30,heard
1585344820,false,finalized,5,2/13/2018 06:52:12,yes_its_anchorable,1.0,Rabin but did not tell the police because she did not believe he was serious .,Har-Shefi said she heard Amir talk about,"<p>She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported . </p><p>Har-Shefi said she heard Amir talk about <span style='color:red;'><strong>killing </strong></span>Rabin but did not tell the police because she did not believe he was serious . </p>",,APW19980227.0487,32,killing
1585344821,false,finalized,5,2/13/2018 07:03:36,no_its_negation,0.5619,the police because she did not believe he was serious .,Har-Shefi said she heard Amir talk about killing Rabin but did not,"<p>She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported . </p><p>Har-Shefi said she heard Amir talk about killing Rabin but did not <span style='color:red;'><strong>tell </strong></span>the police because she did not believe he was serious . </p>",,APW19980227.0487,33,tell
1585344822,false,finalized,5,2/13/2018 06:54:55,no_its_negation,0.6033,he was serious .,Har-Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not,"<p>She said Rabin 's murder was `` a black stain on Israel , '' Israel radio and Israel army radio reported . </p><p>Har-Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not <span style='color:red;'><strong>believe </strong></span>he was serious . </p>",,APW19980227.0487,34,believe
1585344823,false,finalized,5,2/13/2018 06:44:29,yes_its_anchorable,1.0,to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements .,"Instead , she","<p>Har-Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious . </p><p>Instead , she <span style='color:red;'><strong>turned </strong></span>to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p>",,APW19980227.0487,36,turned
1585344824,false,finalized,5,2/13/2018 06:51:18,yes_its_anchorable,1.0,him about Amir 's statements .,"Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and","<p>Har-Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious . </p><p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and <span style='color:red;'><strong>told </strong></span>him about Amir 's statements . </p>",,APW19980227.0487,37,told
1585344825,false,finalized,5,2/13/2018 06:55:38,yes_its_anchorable,1.0,"called the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said .",The rabbi,"<p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p><p>The rabbi <span style='color:red;'><strong>said </strong></span>called the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said . </p>",,APW19980227.0487,38,said
1585344826,false,finalized,5,2/13/2018 07:02:13,yes_its_anchorable,0.5687,"the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said .",The rabbi said,"<p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p><p>The rabbi said <span style='color:red;'><strong>called </strong></span>the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said . </p>",,APW19980227.0487,39,called
1585344827,false,finalized,5,2/13/2018 07:10:22,yes_its_anchorable,0.7931,"Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said .",The rabbi said called the talk about,"<p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p><p>The rabbi said called the talk about <span style='color:red;'><strong>killing </strong></span>Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said . </p>",,APW19980227.0487,41,killing
1585344828,false,finalized,6,2/13/2018 06:44:31,yes_its_anchorable,1.0,"Jews are prohibited from killing one another , the radio reports said .","The rabbi said called the talk about killing Rabin `` nonsense , '' and","<p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p><p>The rabbi said called the talk about killing Rabin `` nonsense , '' and <span style='color:red;'><strong>said </strong></span>Jews are prohibited from killing one another , the radio reports said . </p>",,APW19980227.0487,42,said
1585344829,false,finalized,5,2/13/2018 06:59:36,yes_its_anchorable,0.6203,"from killing one another , the radio reports said .","The rabbi said called the talk about killing Rabin `` nonsense , '' and said Jews are","<p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p><p>The rabbi said called the talk about killing Rabin `` nonsense , '' and said Jews are <span style='color:red;'><strong>prohibited </strong></span>from killing one another , the radio reports said . </p>",,APW19980227.0487,43,prohibited
1585344830,false,finalized,5,2/13/2018 06:51:14,yes_its_anchorable,1.0,.,"The rabbi said called the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports","<p>Instead , she turned to her community rabbi in the Jewish West Bank settlement of Beit El and told him about Amir 's statements . </p><p>The rabbi said called the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports <span style='color:red;'><strong>said </strong></span>. </p>",,APW19980227.0487,44,said
1585344831,false,finalized,5,2/13/2018 06:47:13,yes_its_anchorable,0.8179,"Amir as an `` original thinker , '' as well as delusional and a liar .",Har-Shefi,"<p>The rabbi said called the talk about killing Rabin `` nonsense , '' and said Jews are prohibited from killing one another , the radio reports said . </p><p>Har-Shefi <span style='color:red;'><strong>described </strong></span>Amir as an `` original thinker , '' as well as delusional and a liar . </p>",,APW19980227.0487,45,described
1585344832,false,finalized,6,2/13/2018 06:42:07,yes_its_anchorable,0.8018,"accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement .",She also,"<p>Har-Shefi described Amir as an `` original thinker , '' as well as delusional and a liar . </p><p>She also <span style='color:red;'><strong>denied </strong></span>accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p>",,APW19980227.0487,46,denied
1585344833,false,finalized,5,2/13/2018 07:04:18,yes_its_anchorable,0.7689,"by Amir 's brother , Hagai , that she joined an anti-Arab underground movement .",She also denied accusations,"<p>Har-Shefi described Amir as an `` original thinker , '' as well as delusional and a liar . </p><p>She also denied accusations <span style='color:red;'><strong>made </strong></span>by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p>",,APW19980227.0487,48,made
1585344834,false,finalized,5,2/13/2018 06:57:05,yes_its_anchorable,1.0,an anti-Arab underground movement .,"She also denied accusations made by Amir 's brother , Hagai , that she","<p>Har-Shefi described Amir as an `` original thinker , '' as well as delusional and a liar . </p><p>She also denied accusations made by Amir 's brother , Hagai , that she <span style='color:red;'><strong>joined </strong></span>an anti-Arab underground movement . </p>",,APW19980227.0487,49,joined
1585344835,false,finalized,5,2/13/2018 07:02:07,yes_its_anchorable,1.0,she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to help organize such a movement .,She,"<p>She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p><p>She <span style='color:red;'><strong>said </strong></span>she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to help organize such a movement . </p>",,APW19980227.0487,50,said
1585344836,false,finalized,5,2/13/2018 07:02:42,yes_its_anchorable,0.7837,the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to help organize such a movement .,She said she,"<p>She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p><p>She said she <span style='color:red;'><strong>gave </strong></span>the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to help organize such a movement . </p>",,APW19980227.0487,51,gave
1585344837,false,finalized,5,2/13/2018 06:57:05,yes_its_anchorable,1.0,her to help organize such a movement .,She said she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they,"<p>She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p><p>She said she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they <span style='color:red;'><strong>asked </strong></span>her to help organize such a movement . </p>",,APW19980227.0487,52,asked
1585344838,false,finalized,5,2/13/2018 06:50:19,no_its_intentionwishopinion,0.5864,organize such a movement .,She said she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to,"<p>She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p><p>She said she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to <span style='color:red;'><strong>help </strong></span>organize such a movement . </p>",,APW19980227.0487,53,help
1585344839,false,finalized,5,2/13/2018 07:03:36,yes_its_anchorable,0.5808,such a movement .,She said she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to help,"<p>She also denied accusations made by Amir 's brother , Hagai , that she joined an anti-Arab underground movement . </p><p>She said she gave the Amir brothers false information regarding the location of a weapons and ammunition cache when they asked her to help <span style='color:red;'><strong>organize </strong></span>such a movement . </p>",,APW19980227.0487,54,organize
1585344840,false,finalized,5,2/13/2018 06:51:39,yes_its_anchorable,1.0,", that 's because of a worldwide glut of oil .","Despite the recent possibility of military conflict with Iraq , oil prices have been","<p>Despite the recent possibility of military conflict with Iraq , oil prices have been <span style='color:red;'><strong>falling </strong></span>, that 's because of a worldwide glut of oil . </p>",,CNN19980223.1130.0960,1,falling
1585344841,false,finalized,5,2/13/2018 06:54:21,no_its_intentionwishopinion,0.5822,for oil prices from the Brent north sea variety to light swede crude to fall further .,"Now with a diplomatic solution to the crisis seemingly at hand , get","<p>Despite the recent possibility of military conflict with Iraq , oil prices have been falling , that 's because of a worldwide glut of oil . </p><p>Now with a diplomatic solution to the crisis seemingly at hand , get <span style='color:red;'><strong>set </strong></span>for oil prices from the Brent north sea variety to light swede crude to fall further . </p>",,CNN19980223.1130.0960,5,set
1585344842,false,finalized,5,2/13/2018 06:59:03,no_its_intentionwishopinion,0.5754,further .,"Now with a diplomatic solution to the crisis seemingly at hand , get set for oil prices from the Brent north sea variety to light swede crude to","<p>Despite the recent possibility of military conflict with Iraq , oil prices have been falling , that 's because of a worldwide glut of oil . </p><p>Now with a diplomatic solution to the crisis seemingly at hand , get set for oil prices from the Brent north sea variety to light swede crude to <span style='color:red;'><strong>fall </strong></span>further . </p>",,CNN19980223.1130.0960,6,fall
1585344843,false,finalized,5,2/13/2018 06:59:50,yes_its_anchorable,1.0,down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're seeing today .,Oil prices have,"<p>Now with a diplomatic solution to the crisis seemingly at hand , get set for oil prices from the Brent north sea variety to light swede crude to fall further . </p><p>Oil prices have <span style='color:red;'><strong>come </strong></span>down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're seeing today . </p>",,CNN19980223.1130.0960,7,come
1585344844,false,finalized,5,2/13/2018 08:52:39,yes_its_anchorable,0.8136,today .,Oil prices have come down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're,"<p>Now with a diplomatic solution to the crisis seemingly at hand , get set for oil prices from the Brent north sea variety to light swede crude to fall further . </p><p>Oil prices have come down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're <span style='color:red;'><strong>seeing </strong></span>today . </p>",,CNN19980223.1130.0960,8,seeing
1585344845,false,finalized,5,2/13/2018 06:54:31,yes_its_anchorable,1.0,up a heck of a momentum and that momentum will look to increase .,That 's,<p>Oil prices have come down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're seeing today . </p><p>That 's <span style='color:red;'><strong>built </strong></span>up a heck of a momentum and that momentum will look to increase . </p>,,CNN19980223.1130.0960,9,built
1585344846,false,finalized,5,2/13/2018 06:51:18,no_its_intentionwishopinion,0.6035,to increase .,That 's built up a heck of a momentum and that momentum will,<p>Oil prices have come down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're seeing today . </p><p>That 's built up a heck of a momentum and that momentum will <span style='color:red;'><strong>look </strong></span>to increase . </p>,,CNN19980223.1130.0960,10,look
1585344847,false,finalized,5,2/13/2018 07:02:42,no_its_intentionwishopinion,0.4162,.,That 's built up a heck of a momentum and that momentum will look to,<p>Oil prices have come down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're seeing today . </p><p>That 's built up a heck of a momentum and that momentum will look to <span style='color:red;'><strong>increase </strong></span>. </p>,,CNN19980223.1130.0960,11,increase
1585344848,false,finalized,5,2/13/2018 07:03:36,yes_its_anchorable,1.0,in the winter of nineteen ninety-four .,Ah next up is that thirteen dollar a barrel level we,<p>That 's built up a heck of a momentum and that momentum will look to increase . </p><p>Ah next up is that thirteen dollar a barrel level we <span style='color:red;'><strong>saw </strong></span>in the winter of nineteen ninety-four . </p>,,CNN19980223.1130.0960,12,saw
1585344849,false,finalized,5,2/13/2018 06:59:09,yes_its_anchorable,1.0,life easier for motorists at the gas pump .,Weakened oil prices have already,<p>Ah next up is that thirteen dollar a barrel level we saw in the winter of nineteen ninety-four . </p><p>Weakened oil prices have already <span style='color:red;'><strong>made </strong></span>life easier for motorists at the gas pump . </p>,,CNN19980223.1130.0960,13,made
1585344850,false,finalized,6,2/13/2018 06:39:21,yes_its_anchorable,1.0,nearly two cents a gallon over the last two weeks .,Gas prices,<p>Weakened oil prices have already made life easier for motorists at the gas pump . </p><p>Gas prices <span style='color:red;'><strong>fell </strong></span>nearly two cents a gallon over the last two weeks . </p>,,CNN19980223.1130.0960,14,fell
1585344851,false,finalized,5,2/13/2018 06:54:31,yes_its_anchorable,1.0,to the Lundberg survey of ten thousand gas stations nationwide .,That,<p>Gas prices fell nearly two cents a gallon over the last two weeks . </p><p>That <span style='color:red;'><strong>according </strong></span>to the Lundberg survey of ten thousand gas stations nationwide . </p>,,CNN19980223.1130.0960,15,according
1585344852,false,finalized,5,2/13/2018 06:55:29,yes_its_anchorable,1.0,"her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store , the police said .",NEW YORK _ A Brooklyn woman who was,"<p>NEW YORK _ A Brooklyn woman who was <span style='color:red;'><strong>watching </strong></span>her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store , the police said . </p>",,NYT19980212.0019,0,watching
1585344853,false,finalized,6,2/13/2018 06:42:07,yes_its_anchorable,1.0,"Thursday evening when two would-be robbers emptied their pistols into the store , the police said .",NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was,"<p>NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was <span style='color:red;'><strong>killed </strong></span>Thursday evening when two would-be robbers emptied their pistols into the store , the police said . </p>",,NYT19980212.0019,1,killed
1585344854,false,finalized,5,2/13/2018 07:03:49,yes_its_anchorable,1.0,"their pistols into the store , the police said .",NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers,"<p>NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers <span style='color:red;'><strong>emptied </strong></span>their pistols into the store , the police said . </p>",,NYT19980212.0019,2,emptied
1585344855,false,finalized,5,2/13/2018 06:54:10,yes_its_anchorable,1.0,.,"NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store , the police","<p>NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store , the police <span style='color:red;'><strong>said </strong></span>. </p>",,NYT19980212.0019,3,said
1585344856,false,finalized,5,2/13/2018 07:46:32,yes_its_anchorable,1.0,"in the store at 469 Vermont St. in Brownsville around 7:15 p.m. , after the victim , Linda Sanders , 35 , had finished her cleaning and was waiting for her clothes to dry , detectives said .",The men,"<p>NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store , the police said . </p><p>The men <span style='color:red;'><strong>appeared </strong></span>in the store at 469 Vermont St. in Brownsville around 7:15 p.m. , after the victim , Linda Sanders , 35 , had finished her cleaning and was waiting for her clothes to dry , detectives said . </p>",,NYT19980212.0019,4,appeared
1585344857,false,finalized,5,2/13/2018 06:51:39,yes_its_anchorable,1.0,"her cleaning and was waiting for her clothes to dry , detectives said .","The men appeared in the store at 469 Vermont St. in Brownsville around 7:15 p.m. , after the victim , Linda Sanders , 35 , had","<p>NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store , the police said . </p><p>The men appeared in the store at 469 Vermont St. in Brownsville around 7:15 p.m. , after the victim , Linda Sanders , 35 , had <span style='color:red;'><strong>finished </strong></span>her cleaning and was waiting for her clothes to dry , detectives said . </p>",,NYT19980212.0019,5,finished
