_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time:confidence,after,before,bodytext,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time_gold,docid,eventid,verb
1696441213,false,finalized,5,4/23/2018 06:30:53,yes_its_anchorable,1.0,.,"`` You can see a huge crater behind the building , and a bomb went off at the embassy in Tanzania at the same time , '' he","<p>`` It was definitely a bomb , '' said a U.S. Embassy official in Nairobi , who refused to identify himself . </p><p>`` You can see a huge crater behind the building , and a bomb went off at the embassy in Tanzania at the same time , '' he <span style='color:red;'><strong>said </strong></span>. </p>",,APW19980807.0261,10,said
1696441214,false,finalized,5,4/22/2018 11:02:53,yes_its_anchorable,1.0,"apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands .",Terrorist bombings at U.S. embassies in Kenya and Tanzania,"<p>NAIROBI , Kenya ( AP ) _ </p><p>Terrorist bombings at U.S. embassies in Kenya and Tanzania <span style='color:red;'><strong>blew </strong></span>apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands . </p>",,APW19980808.0022,1,blew
1696441215,false,finalized,6,4/19/2018 22:13:06,yes_its_anchorable,1.0,"people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands .","Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses ,","<p>NAIROBI , Kenya ( AP ) _ </p><p>Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , <span style='color:red;'><strong>trapping </strong></span>people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands . </p>",,APW19980808.0022,2,trapping
1696441216,false,finalized,5,4/22/2018 02:47:37,yes_its_anchorable,1.0,"with cranes , blow torches and bare hands .","Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers","<p>NAIROBI , Kenya ( AP ) _ </p><p>Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers <span style='color:red;'><strong>cleared </strong></span>with cranes , blow torches and bare hands . </p>",,APW19980808.0022,3,cleared
1696441217,false,finalized,5,4/22/2018 05:23:59,yes_its_anchorable,1.0,"and more than 1,700 injured , officials said as dawn broke Saturday .",At least 82 were,"<p>Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands . </p><p>At least 82 were <span style='color:red;'><strong>killed </strong></span>and more than 1,700 injured , officials said as dawn broke Saturday . </p>",,APW19980808.0022,4,killed
1696441218,false,finalized,5,4/21/2018 09:35:04,yes_its_anchorable,1.0,", officials said as dawn broke Saturday .","At least 82 were killed and more than 1,700","<p>Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands . </p><p>At least 82 were killed and more than 1,700 <span style='color:red;'><strong>injured </strong></span>, officials said as dawn broke Saturday . </p>",,APW19980808.0022,5,injured
1696441219,false,finalized,5,4/21/2018 07:33:58,yes_its_anchorable,1.0,as dawn broke Saturday .,"At least 82 were killed and more than 1,700 injured , officials","<p>Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands . </p><p>At least 82 were killed and more than 1,700 injured , officials <span style='color:red;'><strong>said </strong></span>as dawn broke Saturday . </p>",,APW19980808.0022,6,said
1696441220,false,finalized,5,4/22/2018 04:01:10,yes_its_anchorable,1.0,Saturday .,"At least 82 were killed and more than 1,700 injured , officials said as dawn","<p>Terrorist bombings at U.S. embassies in Kenya and Tanzania blew apart buildings and buses , trapping people under slabs of concrete and twisted steel that rescuers cleared with cranes , blow torches and bare hands . </p><p>At least 82 were killed and more than 1,700 injured , officials said as dawn <span style='color:red;'><strong>broke </strong></span>Saturday . </p>",,APW19980808.0022,7,broke
1696441221,false,finalized,5,4/20/2018 16:15:16,yes_its_anchorable,1.0,", however , and the death toll was expected to rise , they said .",Dozens of people were still,"<p>At least 82 were killed and more than 1,700 injured , officials said as dawn broke Saturday . </p><p>Dozens of people were still <span style='color:red;'><strong>missing </strong></span>, however , and the death toll was expected to rise , they said . </p>",,APW19980808.0022,8,missing
1696441222,false,finalized,5,4/22/2018 07:48:40,yes_its_anchorable,0.8099,"to rise , they said .","Dozens of people were still missing , however , and the death toll was","<p>At least 82 were killed and more than 1,700 injured , officials said as dawn broke Saturday . </p><p>Dozens of people were still missing , however , and the death toll was <span style='color:red;'><strong>expected </strong></span>to rise , they said . </p>",,APW19980808.0022,9,expected
1696441223,false,finalized,5,4/22/2018 23:26:05,no_its_intentionwishopinion,0.8005,", they said .","Dozens of people were still missing , however , and the death toll was expected to","<p>At least 82 were killed and more than 1,700 injured , officials said as dawn broke Saturday . </p><p>Dozens of people were still missing , however , and the death toll was expected to <span style='color:red;'><strong>rise </strong></span>, they said . </p>",,APW19980808.0022,10,rise
1696441224,false,finalized,5,4/20/2018 14:39:25,yes_its_anchorable,1.0,.,"Dozens of people were still missing , however , and the death toll was expected to rise , they","<p>At least 82 were killed and more than 1,700 injured , officials said as dawn broke Saturday . </p><p>Dozens of people were still missing , however , and the death toll was expected to rise , they <span style='color:red;'><strong>said </strong></span>. </p>",,APW19980808.0022,11,said
1696441225,false,finalized,5,4/22/2018 07:06:42,yes_its_anchorable,1.0,busy streets in two African capitals into bloody piles of concrete and knots of steel .,"The suspected car bombings occurred 700 kilometers ( 450 miles ) from each other but just minutes apart on Friday ,","<p>Dozens of people were still missing , however , and the death toll was expected to rise , they said . </p><p>The suspected car bombings occurred 700 kilometers ( 450 miles ) from each other but just minutes apart on Friday , <span style='color:red;'><strong>turning </strong></span>busy streets in two African capitals into bloody piles of concrete and knots of steel . </p>",,APW19980808.0022,13,turning
1696441226,false,finalized,5,4/22/2018 02:57:24,no_its_intentionwishopinion,0.4186,"to have been a very well-coordinated , very well-planned attack _ clearly not the work of amateurs , '' U.S. National Security Council spokesman P.J. Crowley said in Washington .",`` This,"<p>The suspected car bombings occurred 700 kilometers ( 450 miles ) from each other but just minutes apart on Friday , turning busy streets in two African capitals into bloody piles of concrete and knots of steel . </p><p>`` This <span style='color:red;'><strong>appears </strong></span>to have been a very well-coordinated , very well-planned attack _ clearly not the work of amateurs , '' U.S. National Security Council spokesman P.J. Crowley said in Washington . </p>",,APW19980808.0022,14,appears
1696441227,false,finalized,5,4/22/2018 03:47:42,yes_its_anchorable,1.0,in Washington .,"`` This appears to have been a very well-coordinated , very well-planned attack _ clearly not the work of amateurs , '' U.S. National Security Council spokesman P.J. Crowley","<p>The suspected car bombings occurred 700 kilometers ( 450 miles ) from each other but just minutes apart on Friday , turning busy streets in two African capitals into bloody piles of concrete and knots of steel . </p><p>`` This appears to have been a very well-coordinated , very well-planned attack _ clearly not the work of amateurs , '' U.S. National Security Council spokesman P.J. Crowley <span style='color:red;'><strong>said </strong></span>in Washington . </p>",,APW19980808.0022,16,said
1696441228,false,finalized,5,4/20/2018 13:07:26,no_its_negation,0.577,responsibility .,No one has,"<p>`` This appears to have been a very well-coordinated , very well-planned attack _ clearly not the work of amateurs , '' U.S. National Security Council spokesman P.J. Crowley said in Washington . </p><p>No one has <span style='color:red;'><strong>claimed </strong></span>responsibility . </p>",,APW19980808.0022,17,claimed
1696441229,false,finalized,5,4/20/2018 18:24:04,yes_its_anchorable,1.0,"a crowded building toward the embassy and a street packed with cars , trucks and buses .","( 0735 GMT ) Friday ,","<p>The blast in Nairobi occurred at about 10:35 a.m . </p><p>( 0735 GMT ) Friday , <span style='color:red;'><strong>toppling </strong></span>a crowded building toward the embassy and a street packed with cars , trucks and buses . </p>",,APW19980808.0022,19,toppling
1696441230,false,finalized,5,4/22/2018 18:37:28,yes_its_anchorable,1.0,"and 1,643 wounded there , Red Cross and ambulance officials said .",At least 75 people were,"<p>( 0735 GMT ) Friday , toppling a crowded building toward the embassy and a street packed with cars , trucks and buses . </p><p>At least 75 people were <span style='color:red;'><strong>killed </strong></span>and 1,643 wounded there , Red Cross and ambulance officials said . </p>",,APW19980808.0022,20,killed
1696441231,false,finalized,5,4/19/2018 21:55:35,yes_its_anchorable,1.0,"there , Red Cross and ambulance officials said .","At least 75 people were killed and 1,643","<p>( 0735 GMT ) Friday , toppling a crowded building toward the embassy and a street packed with cars , trucks and buses . </p><p>At least 75 people were killed and 1,643 <span style='color:red;'><strong>wounded </strong></span>there , Red Cross and ambulance officials said . </p>",,APW19980808.0022,21,wounded
1696441232,false,finalized,5,4/20/2018 17:04:02,yes_its_anchorable,1.0,.,"At least 75 people were killed and 1,643 wounded there , Red Cross and ambulance officials","<p>( 0735 GMT ) Friday , toppling a crowded building toward the embassy and a street packed with cars , trucks and buses . </p><p>At least 75 people were killed and 1,643 wounded there , Red Cross and ambulance officials <span style='color:red;'><strong>said </strong></span>. </p>",,APW19980808.0022,22,said
1696441233,false,finalized,5,4/20/2018 12:55:28,yes_its_anchorable,1.0,furniture in homes a mile away .,The bomb outside the U.S. Embassy in Tanzania was so powerful that it,"<p>DAR ES SALAAM , Tanzania ( AP ) _ </p><p>The bomb outside the U.S. Embassy in Tanzania was so powerful that it <span style='color:red;'><strong>shook </strong></span>furniture in homes a mile away . </p>",,APW19980809.0700,0,shook
1696441235,false,finalized,5,4/22/2018 10:44:49,yes_its_anchorable,0.5928,"the carnage of a similar bomb in Kenya , an official said Saturday .",But the solid construction of the Israeli-built embassy may have,"<p>The bomb outside the U.S. Embassy in Tanzania was so powerful that it shook furniture in homes a mile away . </p><p>But the solid construction of the Israeli-built embassy may have <span style='color:red;'><strong>prevented </strong></span>the carnage of a similar bomb in Kenya , an official said Saturday . </p>",,APW19980809.0700,1,prevented
1696441236,false,finalized,5,4/23/2018 06:48:20,yes_its_anchorable,1.0,Saturday .,"But the solid construction of the Israeli-built embassy may have prevented the carnage of a similar bomb in Kenya , an official","<p>The bomb outside the U.S. Embassy in Tanzania was so powerful that it shook furniture in homes a mile away . </p><p>But the solid construction of the Israeli-built embassy may have prevented the carnage of a similar bomb in Kenya , an official <span style='color:red;'><strong>said </strong></span>Saturday . </p>",,APW19980809.0700,2,said
1696441237,false,finalized,5,4/20/2018 10:24:04,yes_its_anchorable,0.5677,"palms and sparse traffic , is largely free from the congestion that plagues most other major African cities .","The embassy away from the center of Dar es Salaam , Tanzania 's laid-back capital of","<p>Another reason was the location _ a quiet tree-lined neighborhood . </p><p>The embassy away from the center of Dar es Salaam , Tanzania 's laid-back capital of <span style='color:red;'><strong>swaying </strong></span>palms and sparse traffic , is largely free from the congestion that plagues most other major African cities . </p>",,APW19980809.0700,3,swaying
1696441238,false,finalized,5,4/23/2018 05:24:57,yes_its_anchorable,1.0,": 4,877 Hospitalized : 542 Treated and discharged : 4,257",KENYA : Total Dead : 192 Americans : 12,"<p>The source for the Tanzanian figures is the U.S. Embassy in Dar es Salaam . </p><p>KENYA : Total Dead : 192 Americans : 12 <span style='color:red;'><strong>Injured </strong></span>: 4,877 Hospitalized : 542 Treated and discharged : 4,257 </p>",,APW19980810.0907,1,Injured
1696441239,false,finalized,5,4/20/2018 16:13:50,yes_its_anchorable,1.0,": 4,257","KENYA : Total Dead : 192 Americans : 12 Injured : 4,877 Hospitalized : 542 Treated and","<p>The source for the Tanzanian figures is the U.S. Embassy in Dar es Salaam . </p><p>KENYA : Total Dead : 192 Americans : 12 Injured : 4,877 Hospitalized : 542 Treated and <span style='color:red;'><strong>discharged </strong></span>: 4,257 </p>",,APW19980810.0907,3,discharged
1696441241,false,finalized,5,4/22/2018 15:35:54,yes_its_anchorable,0.6146,: 74 Hospitalized : 6,TANZANIA : Total dead : 10 Americans : 0,"<p>KENYA : Total Dead : 192 Americans : 12 Injured : 4,877 Hospitalized : 542 Treated and discharged : 4,257 </p><p>TANZANIA : Total dead : 10 Americans : 0 <span style='color:red;'><strong>Injured </strong></span>: 74 Hospitalized : 6 </p>",,APW19980810.0907,4,Injured
1696441243,false,finalized,5,4/20/2018 18:24:54,yes_its_anchorable,1.0,the bombings of the U.S. embassies in Kenya and Tanzania and offered condolences to the victims and their families .,Philippine President Joseph Estrada on Tuesday,"<p>MANILA , Philippines ( AP ) _ </p><p>Philippine President Joseph Estrada on Tuesday <span style='color:red;'><strong>condemned </strong></span>the bombings of the U.S. embassies in Kenya and Tanzania and offered condolences to the victims and their families . </p>",,APW19980811.0474,0,condemned
1696441244,false,finalized,5,4/21/2018 08:05:04,yes_its_anchorable,1.0,condolences to the victims and their families .,Philippine President Joseph Estrada on Tuesday condemned the bombings of the U.S. embassies in Kenya and Tanzania and,"<p>MANILA , Philippines ( AP ) _ </p><p>Philippine President Joseph Estrada on Tuesday condemned the bombings of the U.S. embassies in Kenya and Tanzania and <span style='color:red;'><strong>offered </strong></span>condolences to the victims and their families . </p>",,APW19980811.0474,2,offered
1696441245,false,finalized,5,4/20/2018 16:33:58,yes_its_anchorable,0.8215,"our heartfelt sympathies to the victims of these outrages and to their families in Kenya , Tanzania and the United States , '' Estrada said in a statement .",`` We,"<p>Philippine President Joseph Estrada on Tuesday condemned the bombings of the U.S. embassies in Kenya and Tanzania and offered condolences to the victims and their families . </p><p>`` We <span style='color:red;'><strong>extend </strong></span>our heartfelt sympathies to the victims of these outrages and to their families in Kenya , Tanzania and the United States , '' Estrada said in a statement . </p>",,APW19980811.0474,3,extend
1696441246,false,finalized,5,4/22/2018 03:30:41,yes_its_anchorable,1.0,in a statement .,"`` We extend our heartfelt sympathies to the victims of these outrages and to their families in Kenya , Tanzania and the United States , '' Estrada","<p>Philippine President Joseph Estrada on Tuesday condemned the bombings of the U.S. embassies in Kenya and Tanzania and offered condolences to the victims and their families . </p><p>`` We extend our heartfelt sympathies to the victims of these outrages and to their families in Kenya , Tanzania and the United States , '' Estrada <span style='color:red;'><strong>said </strong></span>in a statement . </p>",,APW19980811.0474,5,said
1696441247,false,finalized,5,4/21/2018 19:09:25,yes_its_anchorable,0.6132,of the innocent . '',`` No cause is so great that it can justify wanton murder and,"<p>`` We extend our heartfelt sympathies to the victims of these outrages and to their families in Kenya , Tanzania and the United States , '' Estrada said in a statement . </p><p>`` No cause is so great that it can justify wanton murder and <span style='color:red;'><strong>maiming </strong></span>of the innocent . '' </p>",,APW19980811.0474,7,maiming
1696441248,false,finalized,5,4/22/2018 03:30:41,yes_its_anchorable,1.0,"at least 217 lives and injured nearly 5,000 .","In all , the bombings in Kenya and Tanzania last week","<p>`` No cause is so great that it can justify wanton murder and maiming of the innocent . '' </p><p>In all , the bombings in Kenya and Tanzania last week <span style='color:red;'><strong>claimed </strong></span>at least 217 lives and injured nearly 5,000 . </p>",,APW19980811.0474,9,claimed
1696441249,false,finalized,5,4/23/2018 06:32:00,yes_its_anchorable,1.0,"nearly 5,000 .","In all , the bombings in Kenya and Tanzania last week claimed at least 217 lives and","<p>`` No cause is so great that it can justify wanton murder and maiming of the innocent . '' </p><p>In all , the bombings in Kenya and Tanzania last week claimed at least 217 lives and <span style='color:red;'><strong>injured </strong></span>nearly 5,000 . </p>",,APW19980811.0474,10,injured
1696441250,false,finalized,6,4/19/2018 22:18:17,yes_its_anchorable,1.0,the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to cooperate with authorities in finding those responsible .,The Security Council,<p>UNITED NATIONS ( AP ) _ </p><p>The Security Council <span style='color:red;'><strong>condemned </strong></span>the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to cooperate with authorities in finding those responsible . </p>,,APW19980813.1117,0,condemned
1696441251,false,finalized,5,4/22/2018 03:30:06,yes_its_anchorable,1.0,on all states to cooperate with authorities in finding those responsible .,The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and,<p>UNITED NATIONS ( AP ) _ </p><p>The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and <span style='color:red;'><strong>called </strong></span>on all states to cooperate with authorities in finding those responsible . </p>,,APW19980813.1117,2,called
1696441253,false,finalized,5,4/21/2018 11:11:04,no_its_intentionwishopinion,1.0,with authorities in finding those responsible .,The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to,<p>UNITED NATIONS ( AP ) _ </p><p>The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to <span style='color:red;'><strong>cooperate </strong></span>with authorities in finding those responsible . </p>,,APW19980813.1117,3,cooperate
1696441254,false,finalized,5,4/22/2018 23:27:31,no_its_intentionwishopinion,1.0,those responsible .,The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to cooperate with authorities in,<p>UNITED NATIONS ( AP ) _ </p><p>The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to cooperate with authorities in <span style='color:red;'><strong>finding </strong></span>those responsible . </p>,,APW19980813.1117,4,finding
1696441255,false,finalized,5,4/19/2018 22:24:24,yes_its_anchorable,1.0,", `` expresses its deep sorrow , sympathy and condolences to the families of the innocent victims of the terrorist bomb attacks at this difficult time . ''","A resolution , co-sponsored by Kenya , Tanzania and the United States and unanimously","<p>The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to cooperate with authorities in finding those responsible . </p><p>A resolution , co-sponsored by Kenya , Tanzania and the United States and unanimously <span style='color:red;'><strong>adopted </strong></span>, `` expresses its deep sorrow , sympathy and condolences to the families of the innocent victims of the terrorist bomb attacks at this difficult time . '' </p>",,APW19980813.1117,6,adopted
1696441257,false,finalized,5,4/20/2018 16:31:52,yes_its_anchorable,0.8207,"its deep sorrow , sympathy and condolences to the families of the innocent victims of the terrorist bomb attacks at this difficult time . ''","A resolution , co-sponsored by Kenya , Tanzania and the United States and unanimously adopted , ``","<p>The Security Council condemned the bombing of the U.S. embassies in Kenya and Tanzania on Thursday and called on all states to cooperate with authorities in finding those responsible . </p><p>A resolution , co-sponsored by Kenya , Tanzania and the United States and unanimously adopted , `` <span style='color:red;'><strong>expresses </strong></span>its deep sorrow , sympathy and condolences to the families of the innocent victims of the terrorist bomb attacks at this difficult time . '' </p>",,APW19980813.1117,7,expresses
1696441258,false,finalized,5,4/20/2018 18:22:48,yes_its_anchorable,0.804,the `` terrorist bomb attacks . '',It strongly,"<p>A resolution , co-sponsored by Kenya , Tanzania and the United States and unanimously adopted , `` expresses its deep sorrow , sympathy and condolences to the families of the innocent victims of the terrorist bomb attacks at this difficult time . '' </p><p>It strongly <span style='color:red;'><strong>condemns </strong></span>the `` terrorist bomb attacks . '' </p>",,APW19980813.1117,9,condemns
1696441259,false,finalized,5,4/20/2018 11:02:23,yes_its_anchorable,0.8218,"that every nation `` has the duty to refrain from organizing , instigating , assisting or participating in terrorist acts in another state . ''",And it,"<p>It strongly condemns the `` terrorist bomb attacks . '' </p><p>And it <span style='color:red;'><strong>stresses </strong></span>that every nation `` has the duty to refrain from organizing , instigating , assisting or participating in terrorist acts in another state . '' </p>",,APW19980813.1117,11,stresses
1696441260,false,finalized,5,4/22/2018 03:46:39,no_its_intentionwishopinion,0.8265,"from organizing , instigating , assisting or participating in terrorist acts in another state . ''",And it stresses that every nation `` has the duty to,"<p>It strongly condemns the `` terrorist bomb attacks . '' </p><p>And it stresses that every nation `` has the duty to <span style='color:red;'><strong>refrain </strong></span>from organizing , instigating , assisting or participating in terrorist acts in another state . '' </p>",,APW19980813.1117,12,refrain
1696441261,false,finalized,5,4/22/2018 03:34:04,no_its_intentionwishopinion,0.6114,", instigating , assisting or participating in terrorist acts in another state . ''",And it stresses that every nation `` has the duty to refrain from,"<p>It strongly condemns the `` terrorist bomb attacks . '' </p><p>And it stresses that every nation `` has the duty to refrain from <span style='color:red;'><strong>organizing </strong></span>, instigating , assisting or participating in terrorist acts in another state . '' </p>",,APW19980813.1117,13,organizing
1696441262,false,finalized,5,4/22/2018 23:37:35,no_its_intentionwishopinion,0.5926,", assisting or participating in terrorist acts in another state . ''","And it stresses that every nation `` has the duty to refrain from organizing ,","<p>It strongly condemns the `` terrorist bomb attacks . '' </p><p>And it stresses that every nation `` has the duty to refrain from organizing , <span style='color:red;'><strong>instigating </strong></span>, assisting or participating in terrorist acts in another state . '' </p>",,APW19980813.1117,14,instigating
1696441263,false,finalized,5,4/23/2018 08:57:25,no_its_abstractnonspecific,0.2387,or participating in terrorist acts in another state . '',"And it stresses that every nation `` has the duty to refrain from organizing , instigating ,","<p>It strongly condemns the `` terrorist bomb attacks . '' </p><p>And it stresses that every nation `` has the duty to refrain from organizing , instigating , <span style='color:red;'><strong>assisting </strong></span>or participating in terrorist acts in another state . '' </p>",,APW19980813.1117,15,assisting
1696441264,false,finalized,5,4/23/2018 04:42:05,no_its_intentionwishopinion,0.5997,in terrorist acts in another state . '',"And it stresses that every nation `` has the duty to refrain from organizing , instigating , assisting or","<p>It strongly condemns the `` terrorist bomb attacks . '' </p><p>And it stresses that every nation `` has the duty to refrain from organizing , instigating , assisting or <span style='color:red;'><strong>participating </strong></span>in terrorist acts in another state . '' </p>",,APW19980813.1117,16,participating
1696441265,false,finalized,5,4/21/2018 07:28:08,yes_its_anchorable,1.0,"257 people and injured more than 5,500 .","The almost simultaneous attacks Aug. 7 at the U.S. embassies in Nairobi , Kenya , and Dar es Salaam , Tanzania ,","<p>And it stresses that every nation `` has the duty to refrain from organizing , instigating , assisting or participating in terrorist acts in another state . '' </p><p>The almost simultaneous attacks Aug. 7 at the U.S. embassies in Nairobi , Kenya , and Dar es Salaam , Tanzania , <span style='color:red;'><strong>killed </strong></span>257 people and injured more than 5,500 . </p>",,APW19980813.1117,18,killed
1696441266,false,finalized,5,4/20/2018 10:26:57,yes_its_anchorable,1.0,"more than 5,500 .","The almost simultaneous attacks Aug. 7 at the U.S. embassies in Nairobi , Kenya , and Dar es Salaam , Tanzania , killed 257 people and","<p>And it stresses that every nation `` has the duty to refrain from organizing , instigating , assisting or participating in terrorist acts in another state . '' </p><p>The almost simultaneous attacks Aug. 7 at the U.S. embassies in Nairobi , Kenya , and Dar es Salaam , Tanzania , killed 257 people and <span style='color:red;'><strong>injured </strong></span>more than 5,500 . </p>",,APW19980813.1117,19,injured
1696441267,false,finalized,5,4/20/2018 18:49:53,yes_its_anchorable,1.0,the U.S. Deputy Ambassador Peter Burleigh .,"`` The incidents of Aug. 7 underscore that terrorists know no boundaries , and that the suppression of international terrorism , the arrest , the conviction and the punishment of its perpetrators are essential to the maintenance of international peace and security , ''","<p>The almost simultaneous attacks Aug. 7 at the U.S. embassies in Nairobi , Kenya , and Dar es Salaam , Tanzania , killed 257 people and injured more than 5,500 . </p><p>`` The incidents of Aug. 7 underscore that terrorists know no boundaries , and that the suppression of international terrorism , the arrest , the conviction and the punishment of its perpetrators are essential to the maintenance of international peace and security , '' <span style='color:red;'><strong>said </strong></span>the U.S. Deputy Ambassador Peter Burleigh . </p>",,APW19980813.1117,26,said
